match_id,team,player,pass_recipient,minute,second,period,location,pass_end_location,pass_length,pass_angle,pass_height,pass_type,pass_technique,pass_cross,pass_cut_back,pass_switch,pass_through_ball,pass_outcome,pass_shot_assist,pass_goal_assist,pass_assisted_shot_id,under_pressure,play_pattern
3930179,Spain,Martín Zubimendi Ibáñez,Ferrán Torres García,0,7,1,"[33.7, 70.4]","[38.2, 78.0]",8.832327,1.036202,Low Pass,Recovery,,,,,,,,,,,Regular Play
3930179,Spain,Ferrán Torres García,Jesús Navas González,0,8,1,"[37.6, 79.2]","[31.6, 78.0]",6.1188235,-2.9441972,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Jesús Navas González,Daniel Vivian Moreno,0,25,1,"[29.2, 80.0]","[16.4, 74.0]",14.136477,-2.7032561,Low Pass,Throw-in,,,,,,,,,,,From Throw In
3930179,Spain,Daniel Vivian Moreno,Jesús Navas González,0,27,1,"[17.8, 74.0]","[28.0, 75.0]",10.248902,0.097726904,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Jesús Navas González,Alejandro Grimaldo García,0,31,1,"[40.5, 77.0]","[15.3, 10.5]",71.114624,-1.9330232,High Pass,,,,,True,,,,,,,From Throw In
3930179,Spain,Alejandro Grimaldo García,Aymeric Laporte,0,37,1,"[13.8, 11.1]","[11.0, 23.9]",13.102672,1.786154,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Aymeric Laporte,David Raya Martin,0,40,1,"[10.2, 27.2]","[5.4, 40.7]",14.327945,1.9124118,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,David Raya Martin,Martín Zubimendi Ibáñez,0,42,1,"[7.2, 40.5]","[16.7, 38.5]",9.708244,-0.20749623,Ground Pass,,,,,,,,,,,True,From Throw In
3930179,Spain,Martín Zubimendi Ibáñez,Aymeric Laporte,0,43,1,"[15.9, 37.7]","[8.2, 20.8]",18.571484,-1.9983151,Ground Pass,,,,,,,,,,,True,From Throw In
3930179,Spain,Aymeric Laporte,Daniel Vivian Moreno,0,48,1,"[8.8, 21.4]","[5.6, 45.9]",24.708096,1.7006733,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Daniel Vivian Moreno,Jesús Navas González,0,52,1,"[9.6, 58.5]","[22.1, 78.2]",23.331095,1.0053821,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Jesús Navas González,Ferrán Torres García,0,55,1,"[24.9, 79.0]","[43.1, 78.4]",18.209887,-0.0329551,Ground Pass,,,,,,,Incomplete,,,,,From Throw In
3930179,Spain,Mikel Merino Zazón,José Luis Sanmartín Mato,1,29,1,"[8.4, 51.4]","[38.4, 56.0]",30.350618,0.15214832,High Pass,Recovery,,,,,,Incomplete,,,,,Regular Play
3930179,Spain,José Luis Sanmartín Mato,Jesús Navas González,1,37,1,"[50.1, 78.4]","[21.1, 77.2]",29.024817,-3.100237,Low Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Jesús Navas González,David Raya Martin,1,44,1,"[10.8, 71.3]","[5.4, 44.1]",27.730848,-1.7667775,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,David Raya Martin,Aymeric Laporte,1,48,1,"[11.8, 41.9]","[19.7, 26.8]",17.041714,-1.0887781,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Aymeric Laporte,Daniel Vivian Moreno,1,57,1,"[46.6, 25.2]","[41.7, 51.4]",26.654268,1.7556833,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Daniel Vivian Moreno,Aymeric Laporte,2,5,1,"[56.7, 48.5]","[57.2, 28.1]",20.406126,-1.5462915,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Aymeric Laporte,Mikel Oyarzabal Ugarte,2,9,1,"[62.1, 27.3]","[81.6, 4.5]",30.0015,-0.86325467,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Mikel Oyarzabal Ugarte,Alejandro Grimaldo García,2,11,1,"[79.3, 3.3]","[67.4, 4.8]",11.994165,3.0162036,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Alejandro Grimaldo García,Aymeric Laporte,2,14,1,"[67.4, 4.8]","[57.6, 23.0]",20.670752,2.0647378,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Aymeric Laporte,Daniel Vivian Moreno,2,18,1,"[65.0, 27.0]","[62.2, 46.7]",19.89799,1.7119826,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Daniel Vivian Moreno,Jesús Navas González,2,23,1,"[70.9, 56.2]","[75.7, 78.2]",22.51755,1.3559809,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Jesús Navas González,Daniel Vivian Moreno,2,27,1,"[70.7, 77.0]","[56.8, 54.0]",26.873964,-2.1144066,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Daniel Vivian Moreno,Aymeric Laporte,2,29,1,"[57.4, 52.0]","[58.4, 34.2]",17.828068,-1.5146755,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Aymeric Laporte,Alejandro Grimaldo García,2,34,1,"[67.6, 30.4]","[117.6, 14.1]",52.58983,-0.3151361,High Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Alejandro Grimaldo García,Ferrán Torres García,2,39,1,"[118.8, 11.7]","[110.5, 49.3]",38.505196,1.7880569,High Pass,,,True,,,,Incomplete,,,,,Regular Play
3930179,Spain,Martín Zubimendi Ibáñez,Ferrán Torres García,2,45,1,"[85.8, 57.4]","[85.8, 75.0]",17.6,1.5707964,High Pass,,,,,,,Incomplete,,,,True,Regular Play
3930179,Spain,Daniel Vivian Moreno,Jesús Navas González,3,30,1,"[38.4, 71.3]","[38.2, 80.0]",8.702298,1.5937808,Ground Pass,Interception,,,,,,Out,,,,,From Throw In
3930179,Spain,Mikel Oyarzabal Ugarte,,3,52,1,"[25.6, 54.8]","[20.7, 53.2]",5.1546097,-2.825977,Ground Pass,Recovery,,,,,,Incomplete,,,,,From Throw In
3930179,Spain,David Raya Martin,Aymeric Laporte,5,16,1,"[2.7, 41.6]","[7.6, 27.2]",15.210852,-1.2428088,Ground Pass,Goal Kick,,,,,,,,,,,From Goal Kick
3930179,Spain,Aymeric Laporte,Daniel Vivian Moreno,5,21,1,"[23.5, 31.8]","[21.3, 60.1]",28.385384,1.6483788,Ground Pass,,,,,,,,,,,,From Goal Kick
3930179,Spain,Daniel Vivian Moreno,Daniel Olmo Carvajal,5,29,1,"[35.2, 55.2]","[56.3, 45.5]",23.222834,-0.43090403,Ground Pass,,,,,,,,,,,,From Goal Kick
3930179,Spain,Daniel Olmo Carvajal,Daniel Vivian Moreno,5,30,1,"[54.6, 45.5]","[37.6, 49.0]",17.356554,2.9385474,Ground Pass,,,,,,,,,,,,From Goal Kick
3930179,Spain,Daniel Vivian Moreno,Aymeric Laporte,5,32,1,"[37.6, 44.5]","[40.5, 25.5]",19.220041,-1.4193337,Ground Pass,,,,,,,,,,,,From Goal Kick
3930179,Spain,Aymeric Laporte,Daniel Vivian Moreno,5,38,1,"[49.5, 31.8]","[50.1, 49.9]",18.109941,1.5376593,Ground Pass,,,,,,,,,,,True,From Goal Kick
3930179,Spain,Daniel Vivian Moreno,Jesús Navas González,5,43,1,"[57.8, 55.0]","[71.7, 77.2]",26.192556,1.0113876,Ground Pass,,,,,,,,,,,,From Goal Kick
3930179,Spain,Jesús Navas González,Daniel Vivian Moreno,5,45,1,"[72.0, 78.0]","[56.2, 72.3]",16.796726,-2.7953649,Ground Pass,,,,,,,,,,,,From Goal Kick
3930179,Spain,Daniel Vivian Moreno,José Luis Sanmartín Mato,5,52,1,"[63.0, 55.4]","[75.9, 54.2]",12.955694,-0.09275632,Ground Pass,,,,,,,,,,,,From Goal Kick
3930179,Spain,José Luis Sanmartín Mato,Jesús Navas González,5,53,1,"[76.5, 56.0]","[71.9, 78.6]",23.06339,1.7715932,Ground Pass,,,,,,,,,,,,From Goal Kick
3930179,Spain,Jesús Navas González,José Luis Sanmartín Mato,5,56,1,"[79.8, 77.2]","[101.1, 73.4]",21.636312,-0.17654637,High Pass,,,,,,,Incomplete,,,,,From Goal Kick
3930179,Spain,Daniel Vivian Moreno,Daniel Olmo Carvajal,6,8,1,"[79.1, 63.4]","[87.6, 64.3]",8.547514,0.105489306,Ground Pass,,,,,,,,,,,,From Counter
3930179,Spain,Jesús Navas González,Daniel Vivian Moreno,6,38,1,"[64.1, 80.0]","[46.8, 68.7]",20.663494,-2.5629857,Low Pass,Throw-in,,,,,,,,,,,From Throw In
3930179,Spain,Daniel Vivian Moreno,Aymeric Laporte,6,41,1,"[49.1, 63.7]","[50.1, 42.1]",21.623137,-1.524533,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Aymeric Laporte,Martín Zubimendi Ibáñez,6,50,1,"[73.3, 31.4]","[79.8, 31.7]",6.5069194,0.046121117,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Martín Zubimendi Ibáñez,Aymeric Laporte,6,51,1,"[79.8, 31.7]","[73.3, 32.5]",6.5490456,3.0191317,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Aymeric Laporte,Mikel Merino Zazón,6,51,1,"[73.7, 32.5]","[77.1, 7.6]",25.131056,-1.4350893,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Mikel Merino Zazón,Martín Zubimendi Ibáñez,6,55,1,"[84.8, 8.1]","[78.5, 15.9]",10.026465,2.25021,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Martín Zubimendi Ibáñez,Daniel Vivian Moreno,6,59,1,"[78.5, 32.0]","[66.0, 41.7]",15.822136,2.4816582,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Daniel Vivian Moreno,Jesús Navas González,7,1,1,"[66.5, 46.6]","[83.1, 78.4]",35.871994,1.0896941,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Jesús Navas González,Daniel Vivian Moreno,7,4,1,"[85.3, 78.4]","[66.0, 65.5]",23.21422,-2.5523953,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Daniel Vivian Moreno,Aymeric Laporte,7,11,1,"[70.9, 53.8]","[63.8, 38.9]",16.50515,-2.015476,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Aymeric Laporte,Ferrán Torres García,7,15,1,"[72.5, 35.5]","[107.2, 70.5]",49.2858,0.7897023,High Pass,,,,,,,Incomplete,,,,,From Throw In
3930179,Spain,Jesús Navas González,Daniel Vivian Moreno,7,22,1,"[84.2, 77.4]","[59.8, 70.1]",25.468609,-2.850888,Ground Pass,Recovery,,,,,,,,,,,From Throw In
3930179,Spain,Daniel Vivian Moreno,David Raya Martin,7,25,1,"[53.9, 74.0]","[26.5, 49.0]",37.09124,-2.401964,Ground Pass,,,,,,,,,,,True,From Throw In
3930179,Spain,David Raya Martin,Aymeric Laporte,7,29,1,"[31.1, 45.5]","[42.9, 30.4]",19.163769,-0.90746486,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Aymeric Laporte,Jesús Navas González,7,34,1,"[53.8, 32.8]","[84.2, 77.0]",53.64513,0.968317,High Pass,,,,,True,,,,,,,From Throw In
3930179,Spain,Jesús Navas González,,7,40,1,"[98.7, 77.2]","[114.4, 43.1]",37.540646,-1.1393188,High Pass,,,True,,,,Incomplete,,,,,From Throw In
3930179,Spain,Mikel Oyarzabal Ugarte,Alejandro Grimaldo García,7,44,1,"[105.0, 14.7]","[92.3, 11.1]",13.200378,-2.865374,Ground Pass,Recovery,,,,,,,,,,True,From Throw In
3930179,Spain,Alejandro Grimaldo García,Mikel Merino Zazón,7,49,1,"[97.7, 20.3]","[120.0, 20.6]",22.302017,0.013452103,Ground Pass,,,,,,,Out,,,,,From Throw In
3930179,Spain,David Raya Martin,Aymeric Laporte,9,26,1,"[15.3, 43.1]","[23.1, 39.9]",8.430896,-0.3893167,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Aymeric Laporte,Daniel Vivian Moreno,9,28,1,"[23.1, 39.9]","[31.0, 64.8]",26.123169,1.2635726,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Daniel Vivian Moreno,Martín Zubimendi Ibáñez,9,38,1,"[46.8, 50.4]","[53.9, 58.0]",10.400481,0.81939864,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Martín Zubimendi Ibáñez,Daniel Olmo Carvajal,9,40,1,"[54.1, 58.0]","[66.0, 59.3]",11.970798,0.108812205,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Daniel Olmo Carvajal,Daniel Vivian Moreno,9,42,1,"[66.0, 59.3]","[51.9, 44.7]",20.297045,-2.3387747,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Daniel Vivian Moreno,Alejandro Grimaldo García,9,44,1,"[51.7, 44.7]","[63.2, 14.9]",31.941978,-1.2024987,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Alejandro Grimaldo García,Aymeric Laporte,9,48,1,"[65.7, 8.7]","[56.6, 18.4]",13.300376,2.3242905,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Aymeric Laporte,Martín Zubimendi Ibáñez,9,52,1,"[66.0, 27.0]","[65.0, 55.4]",28.4176,1.605993,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Martín Zubimendi Ibáñez,Jesús Navas González,9,56,1,"[74.1, 71.3]","[85.2, 77.8]",12.863126,0.52975327,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Jesús Navas González,Martín Zubimendi Ibáñez,9,59,1,"[91.4, 77.4]","[77.9, 73.2]",14.138246,-2.8399737,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Martín Zubimendi Ibáñez,Daniel Vivian Moreno,10,2,1,"[77.9, 73.2]","[71.1, 49.9]",24.272001,-1.8547553,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Daniel Vivian Moreno,Martín Zubimendi Ibáñez,10,6,1,"[77.7, 42.8]","[76.1, 56.0]",13.296617,1.69142,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Martín Zubimendi Ibáñez,Aymeric Laporte,10,8,1,"[79.0, 57.8]","[71.7, 31.2]",27.58351,-1.8386382,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Aymeric Laporte,Mikel Oyarzabal Ugarte,10,11,1,"[73.9, 19.8]","[99.7, 4.3]",30.098007,-0.5409893,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Mikel Oyarzabal Ugarte,Mikel Merino Zazón,10,15,1,"[97.9, 11.1]","[92.0, 26.6]",16.584932,1.934507,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Mikel Merino Zazón,Alejandro Grimaldo García,10,18,1,"[92.4, 26.4]","[102.1, 20.1]",11.566331,-0.5760128,Ground Pass,,,,,,,Incomplete,,,,,Regular Play
3930179,Spain,Daniel Olmo Carvajal,Ferrán Torres García,11,1,1,"[79.3, 65.9]","[92.0, 77.4]",17.133009,0.73585194,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Jesús Navas González,Mikel Merino Zazón,11,8,1,"[117.5, 76.7]","[107.3, 33.1]",44.777225,-1.8006083,High Pass,,,True,,True,,,True,,c0ba5d69-7251-4d13-8225-e145293c4f84,,Regular Play
3930179,Spain,Alejandro Grimaldo García,Aymeric Laporte,11,22,1,"[120.0, 0.1]","[96.9, 7.6]",24.287033,2.8276544,Ground Pass,Corner,,,,,,,,,,,From Corner
3930179,Spain,Aymeric Laporte,José Luis Sanmartín Mato,11,27,1,"[97.1, 7.6]","[107.6, 38.7]",32.824684,1.2451922,High Pass,,,True,,,,,True,,1b0d54d8-16dd-4851-ade8-459601c4daf9,,From Corner
3930179,Spain,Daniel Vivian Moreno,Aymeric Laporte,12,16,1,"[36.4, 60.3]","[29.7, 41.6]",19.864038,-1.9148362,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Aymeric Laporte,Daniel Vivian Moreno,12,17,1,"[29.7, 41.6]","[30.8, 56.2]",14.641379,1.4955959,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Daniel Vivian Moreno,Aymeric Laporte,12,25,1,"[47.9, 52.8]","[49.1, 32.6]",20.235613,-1.5114601,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Aymeric Laporte,Daniel Olmo Carvajal,12,28,1,"[53.5, 30.4]","[80.6, 54.0]",35.93564,0.716474,Low Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Daniel Olmo Carvajal,Ferrán Torres García,12,30,1,"[85.9, 55.6]","[107.5, 53.5]",21.701843,-0.09691763,Ground Pass,,Through Ball,,,,True,,,True,2900a659-16f7-441b-95b9-ef939b952563,,Regular Play
3930179,Spain,Jesús Navas González,Daniel Vivian Moreno,14,7,1,"[49.5, 80.0]","[35.6, 74.0]",15.139683,-2.734099,Low Pass,Throw-in,,,,,,,,,,,From Throw In
3930179,Spain,Daniel Vivian Moreno,Aymeric Laporte,14,10,1,"[33.8, 63.7]","[30.8, 34.9]",28.955828,-1.6745887,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Aymeric Laporte,Alejandro Grimaldo García,14,13,1,"[41.3, 21.1]","[56.3, 5.9]",21.355093,-0.79202056,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Alejandro Grimaldo García,Aymeric Laporte,14,16,1,"[57.4, 7.0]","[50.5, 15.9]",11.261438,2.2302818,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Aymeric Laporte,Daniel Vivian Moreno,14,18,1,"[56.0, 23.3]","[50.7, 45.3]",22.629406,1.8072007,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Daniel Vivian Moreno,Jesús Navas González,14,21,1,"[52.7, 47.5]","[64.9, 76.7]",31.64617,1.175033,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Jesús Navas González,Aymeric Laporte,14,27,1,"[66.3, 71.8]","[54.9, 35.2]",38.33432,-1.8727475,Low Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Aymeric Laporte,Alejandro Grimaldo García,14,32,1,"[56.6, 28.2]","[64.4, 14.1]",16.113659,-1.0655061,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Alejandro Grimaldo García,Aymeric Laporte,14,33,1,"[64.4, 14.1]","[53.0, 24.6]",15.49871,2.3972673,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Aymeric Laporte,Daniel Vivian Moreno,14,39,1,"[56.8, 25.5]","[50.9, 42.5]",17.994722,1.9048486,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Daniel Vivian Moreno,Aymeric Laporte,14,43,1,"[53.1, 43.9]","[57.6, 26.8]",17.682194,-1.3134726,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Aymeric Laporte,Alejandro Grimaldo García,14,46,1,"[57.1, 25.0]","[69.3, 11.7]",18.04799,-0.8285087,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Alejandro Grimaldo García,Aymeric Laporte,14,48,1,"[68.5, 16.1]","[56.8, 17.9]",11.837652,2.9889433,Ground Pass,,,,,,,,,,,,From Throw In
3930179,Spain,Aymeric Laporte,Alejandro Grimaldo García,14,50,1,"[56.3, 19.3]","[67.1, 20.3]",10.846197,0.09232934,Ground Pass,,,,,,,Incomplete,,,,,From Throw In
3930179,Spain,Daniel Vivian Moreno,Martín Zubimendi Ibáñez,15,22,1,"[42.1, 52.5]","[48.9, 46.7]",8.937561,-0.7061991,Ground Pass,Free Kick,,,,,,,,,,,From Free Kick
3930179,Spain,Martín Zubimendi Ibáñez,Aymeric Laporte,15,27,1,"[56.3, 49.6]","[47.1, 37.7]",15.041609,-2.228924,Ground Pass,,,,,,,,,,,,From Free Kick
3930179,Spain,Aymeric Laporte,Mikel Merino Zazón,15,28,1,"[46.7, 35.5]","[55.7, 28.8]",11.220071,-0.6399361,Ground Pass,,,,,,,,,,,,From Free Kick
3930179,Spain,Mikel Merino Zazón,Alejandro Grimaldo García,15,32,1,"[66.6, 22.2]","[86.8, 3.6]",27.45906,-0.7441844,Ground Pass,,,,,,,,,,,,From Free Kick
3930179,Spain,Alejandro Grimaldo García,Mikel Merino Zazón,15,37,1,"[99.3, 3.0]","[82.3, 5.1]",17.129215,3.0186858,Ground Pass,,,,,,,,,,,,From Free Kick
3930179,Spain,Mikel Merino Zazón,Martín Zubimendi Ibáñez,15,39,1,"[82.6, 5.1]","[81.7, 17.1]",12.033703,1.6456562,Ground Pass,,,,,,,,,,,,From Free Kick
3930179,Spain,Martín Zubimendi Ibáñez,,15,41,1,"[81.7, 17.1]","[81.2, 14.3]",2.8442926,-1.7475052,Ground Pass,,,,,,,Incomplete,,,,,From Free Kick
3930179,Spain,Mikel Oyarzabal Ugarte,José Luis Sanmartín Mato,16,40,1,"[39.8, 26.8]","[49.1, 12.7]",16.890825,-0.9877198,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,José Luis Sanmartín Mato,Alejandro Grimaldo García,16,43,1,"[45.9, 6.0]","[25.1, 5.1]",20.819462,-3.0983503,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Alejandro Grimaldo García,Mikel Merino Zazón,16,46,1,"[25.1, 5.1]","[31.0, 13.1]",9.940322,0.9353433,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Mikel Merino Zazón,Daniel Vivian Moreno,16,49,1,"[27.3, 19.2]","[25.7, 53.0]",33.83785,1.6180983,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Daniel Vivian Moreno,Martín Zubimendi Ibáñez,16,52,1,"[35.4, 57.4]","[46.7, 55.2]",11.512168,-0.19228487,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Martín Zubimendi Ibáñez,Jesús Navas González,16,55,1,"[51.7, 64.5]","[69.6, 78.6]",22.7864,0.6672017,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Jesús Navas González,Ferrán Torres García,17,0,1,"[97.7, 77.2]","[102.7, 64.8]",13.370116,-1.1875122,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Ferrán Torres García,Jesús Navas González,17,1,1,"[103.5, 64.7]","[120.0, 62.3]",16.673632,-0.14444157,Ground Pass,,,,,,,Out,,,,True,Regular Play
3930179,Spain,Mikel Merino Zazón,Alejandro Grimaldo García,18,0,1,"[59.8, 33.3]","[47.5, 26.2]",14.202112,-2.6180797,Ground Pass,Recovery,,,,,,,,,,,Regular Play
3930179,Spain,Alejandro Grimaldo García,Martín Zubimendi Ibáñez,18,2,1,"[47.5, 26.2]","[52.2, 41.3]",15.81455,1.2690431,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Martín Zubimendi Ibáñez,Daniel Olmo Carvajal,18,6,1,"[54.7, 42.1]","[65.7, 46.3]",11.774549,0.36473483,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Daniel Olmo Carvajal,Martín Zubimendi Ibáñez,18,7,1,"[65.7, 46.3]","[58.4, 43.7]",7.7491937,-2.7994368,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Martín Zubimendi Ibáñez,Daniel Olmo Carvajal,18,11,1,"[64.1, 35.2]","[63.4, 46.7]",11.521285,1.6315908,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Daniel Olmo Carvajal,Ferrán Torres García,18,14,1,"[64.9, 52.6]","[80.4, 78.2]",29.926744,1.0263654,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Ferrán Torres García,Daniel Olmo Carvajal,18,17,1,"[80.4, 78.2]","[68.2, 67.3]",16.360012,-2.4124122,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Daniel Olmo Carvajal,Aymeric Laporte,18,21,1,"[69.0, 48.8]","[64.2, 34.9]",14.705441,-1.9032992,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Aymeric Laporte,Martín Zubimendi Ibáñez,18,25,1,"[68.8, 30.0]","[72.7, 38.3]",9.170606,1.1315341,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Martín Zubimendi Ibáñez,Ferrán Torres García,18,29,1,"[70.9, 45.9]","[79.9, 52.4]",11.101802,0.62548506,Ground Pass,,,,,,,,,,,True,Regular Play
3930179,Spain,Ferrán Torres García,Aymeric Laporte,18,31,1,"[77.3, 48.3]","[63.2, 15.5]",35.70224,-1.9767915,Low Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Aymeric Laporte,Alejandro Grimaldo García,18,35,1,"[62.8, 10.1]","[80.1, 3.8]",18.41141,-0.34923503,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Alejandro Grimaldo García,Mikel Merino Zazón,18,36,1,"[83.6, 2.8]","[93.6, 14.3]",15.239751,0.8550527,Ground Pass,,,,,,,Incomplete,,,,,Regular Play
3930179,Spain,Daniel Olmo Carvajal,Ferrán Torres García,19,11,1,"[80.1, 27.4]","[82.6, 41.1]",13.926234,1.3903005,High Pass,Interception,,,,,,,,,,,Regular Play
3930179,Spain,Ferrán Torres García,Jesús Navas González,19,13,1,"[82.6, 41.1]","[68.7, 77.4]",38.870296,1.9364926,High Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Jesús Navas González,Daniel Vivian Moreno,19,18,1,"[66.8, 78.0]","[51.9, 54.6]",27.741125,-2.1378021,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Daniel Vivian Moreno,Aymeric Laporte,19,24,1,"[61.2, 49.3]","[62.8, 26.2]",23.155344,-1.5016427,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Aymeric Laporte,Martín Zubimendi Ibáñez,19,30,1,"[76.3, 30.2]","[82.0, 35.5]",7.7833157,0.74905056,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Martín Zubimendi Ibáñez,Alejandro Grimaldo García,19,30,1,"[82.0, 32.6]","[85.2, 4.0]",28.778463,-1.4593717,Low Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Alejandro Grimaldo García,Mikel Oyarzabal Ugarte,19,33,1,"[87.8, 3.8]","[97.7, 4.0]",9.90202,0.020199273,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Mikel Oyarzabal Ugarte,Aymeric Laporte,19,35,1,"[96.1, 4.6]","[77.3, 11.1]",19.891958,2.8087137,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Aymeric Laporte,Daniel Vivian Moreno,19,38,1,"[78.5, 17.7]","[73.1, 43.1]",25.967672,1.780276,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Daniel Vivian Moreno,Daniel Olmo Carvajal,19,42,1,"[74.3, 41.9]","[82.6, 45.9]",9.213577,0.44908553,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Daniel Olmo Carvajal,Jesús Navas González,19,44,1,"[70.3, 57.4]","[77.3, 78.4]",22.135944,1.2490457,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Jesús Navas González,Daniel Vivian Moreno,19,47,1,"[77.5, 77.8]","[51.1, 63.4]",30.071915,-2.642246,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Daniel Vivian Moreno,Mikel Merino Zazón,19,56,1,"[57.6, 50.7]","[68.7, 42.1]",14.041723,-0.6591693,Ground Pass,,,,,,,,,,,,Regular Play
3930179,Spain,Mikel Merino Zazón,Daniel Vivian Moreno,19,57,1,"[67.1, 42.5]","[55.4, 48.2]",13.014607,2.6882539,Ground Pass,,,,,,,,,,,,Regular Play
